CID,C4_3_N3_2_2*(1-FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0),FC_13_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-n),C4_3_N3_2_1*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),LeafAC_C4_C4_2*(1-FC_514_C4_0_Cl1_1_Cl1_1_C4_1_H1_2_Cl1_2_Cl1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0),C4_3_C4_3_1*(1-FC_9_C4_0_Cl1_1_/_1_/_0_0),dg_in_2*(1-C4_2_C4_2_2),na_ex_N3*C4_2_C4_3_2,na_ex_S6*(1-FC_127_C4_0_H1_1_H1_1_S6_1_O2_2_O2_2_O2_2_/_1_1_1_1_2_2_/_0_0_0_0_-1_0_0),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_N3),FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0*(1-FC_329_C4_0_H1_1_H1_1_C4_1_Cl1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0),FC_5_O2_0_/_/_0*(1-na_in_O2),N3_2_N3_2_2*(1-FC_237_O2_0_C4_1_H1_2_O2_2_/_1_1_2_/_0_0_0_0),C4_2_C4_3_2*(1-C4_3_S2_2_1),LeafAC_N3_C4_1*(1-FC_495_C4_0_O2_1_N3_1_H1_2_H1_2_/_2_1_1_1_/_0_0_0_0_0),N3_2_S6_4_1*(1-LeafAC_Cl1_N2_1),FC_3_C4_0_/_/_0*(1-C4_2_C4_3_1),C4_2_C4_3_2*(1-C4_2_C4_3_2),dg_in_3*(1-C4_2_N3_2_2),na_ex_C4*(1-FC_6_N3_0_/_/_0),C4_2_O2_2_1*(1-LeafAC_O2_N3_2),C4_2_C4_2_2*C4_2_C4_2_2,C4_2_C4_4_1*(1-FC_481_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0),FC_12_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0*(1-C4_2_C4_3_2),LeafAC_C4_C4_1*(1-FC_5_O2_0_/_/_0),FC_3_C4_0_/_/_0*(1-FC_3_C4_0_/_/_0),C4_2_N4_4_1*(1-FC_406_O2_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0),FC_21_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0*(1-N2_2_S6_4_1),C4_2_C4_2_2*LeafAC_O2_N4_2,FC_15_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),C4_3_C4_4_1*C4_3_C4_4_1,na_ex_O2*(1-dg_in_3),FC_9_C4_0_Cl1_1_/_1_/_0_0*(1-FC_30_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0),LeafAC_O2_C4_2*(1-C4_2_C4_4_1),FC_29_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-N3_3_O2_2_1),C4_3_S2_2_1*(1-C4_2_C4_2_2),C4_2_C4_2_2*FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_18_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0*(1-FC_489_N3_0_C4_1_S2_2_S2_2_/_1_1_2_/_0_0_-1_0),C4_2_C4_2_2*(1-rank),FC_10_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0*(1-FC_49_C4_0_H1_1_O2_1_H1_2_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0),FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0*(1-FC_156_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_1_0_0_0_0_0_0_0),na_ex_N3*(1-bd_in_2),na_in_N3*(1-C4_2_C4_2_2),ms*(1-FC_6_N3_0_/_/_0),dg_4*(1-FC_208_O2_0_N3_1_O2_2_/_1_2_/_0_0_0),C4_2_C4_2_2*(1-C4_2_N3_3_1),C4_2_N3_2_2*(1-C4_4_S6_4_1),FC_16_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0*(1-na_ex_O1),na_in_N4*(1-FC_40_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0),na_in_O2*(1-na_ex_Cl1),FC_20_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0*(1-FC_477_C4_0_C4_1_H1_2_H1_2_Cl1_2_C4_1_H1_2_H1_2_Cl1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0)
47,0.0,0.0,0.0,0.0,0.0,0.0391790875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.015625,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.333333,0.0,0.0,0.0,0.125,0.0,0.0526316,0.0,0.0,0.0377185,0.0,0.125,0.0,0.0,0.0,0.0,0.25
48,0.0,0.0,0.0,0.0,0.09375,0.130596875,0.04166675,0.0,0.20833325,0.0,0.05859375,0.0,0.25,0.2,0.0,0.20588225,0.1875,0.1428569999999999,0.0,0.0,0.140625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.024489775510200002,0.0,0.0714286,0.0,0.0,0.09375,0.0,0.29464275,0.0,0.0,0.122222411111,0.0,0.168799,0.0,0.375,0.0,0.25,0.0,0.0625,0.0
49,0.0,0.0,0.0357143,0.333333,0.15625,0.19403,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.139706267157,0.16000000000000003,0.1607145,0.0703125,0.0,0.0,0.0,0.0,0.0,0.14532898615899997,0.0,0.0,0.0,0.2,0.0,0.044897976530599924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.105263,0.0,0.1111109999999999,0.08452125,0.0,0.0,0.25,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0447761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526316,0.333333,0.0555556,0.116529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.1428569999999999,0.0,0.0625,0.20522374999999998,0.0,0.333333,0.0,0.0,0.0,0.666667,0.5,0.0,0.0,0.313725490196,0.25,0.2857139999999999,0.0625,0.0,0.140625,0.0,0.0,0.117647,0.249134934256,0.0,0.0,0.0,0.0,0.0,0.08163288979599993,0.0,0.0,0.0,0.0,0.0,0.0,0.26785725000000005,0.0,0.0,0.0,0.13888874999999992,0.10941,0.0,0.375,0.0,0.0,0.0,0.125,0.0
54,0.0,0.0,0.214286,0.0,0.125,0.19403,0.0,0.333333,0.0,0.0,0.0,0.666667,0.45,0.0,0.0,0.333333009804,0.24750000000000003,0.2857139999999999,0.0,0.0,0.25,0.0,0.0,0.0,0.249134934256,0.0,0.0,0.0,0.0,0.0,0.12244933469400002,0.0,0.0714286,0.0,0.0,0.0,0.0,0.3214285,0.0,0.0,0.0,0.138889,0.1307295,0.0,0.5,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.09375,0.195895875,0.0,0.0,0.0,0.0,0.0,0.0,0.16666675,0.0,0.0,0.20588225,0.1875,0.214286,0.0546875,0.0,0.015625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291666375,0.0,0.0,0.08928575000000001,0.0,0.131579,0.0,0.09722212499999991,0.12544087499999998,0.0,0.083333375,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.03125,0.0652985375,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05637251887255,0.09000000000000001,0.0357143,0.0625,0.0,0.015625,0.0,0.0,0.0588235,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.0,0.0,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.0,0.0865602,0.0,0.125,0.0,0.0,0.0,0.0,0.25
58,0.2857139999999999,0.0,0.0714286,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111109999999999,0.06492015000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0475,0.0,0.09375,0.0,0.0,0.2222219999999999,0.0,0.176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0625,0.0526316,0.0,0.0,0.0498903,0.1,0.0,0.0,0.0,0.0,0.0,0.0
60,0.2857139999999999,0.0,0.0357143,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0475,0.0,0.0703125,0.0,0.0,0.0,0.0,0.176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111109999999999,0.073173375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.03125,0.0783585,0.0,0.0,0.0,0.0,0.05859375,0.0,0.05,0.0,0.0,0.05637251887255,0.0475,0.0357143,0.09375,0.0555556,0.0625,0.0,0.0,0.1102940625,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.027550992448980002,0.0,0.0714286,0.0,0.0,0.0,0.0,0.23214285,0.0,0.0,0.0,0.0,0.105455,0.0,0.25,0.0,0.0,0.0,0.0625,0.0
62,0.0,0.0,0.0,0.333333,0.0,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0475,0.0,0.125,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.0,0.0428136999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.049999949999999994,0.0,0.3333335,0.0,0.0,0.0,0.15,0.4,0.0,0.0,0.1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999997,0.0,0.193192,0.0,0.0,0.0,0.4,0.0,0.0,0.0
65,0.0,0.1190944875,0.0714286,0.0,0.03125,0.10447762499999999,0.0,0.0,0.0,0.0,0.05859375,0.0,0.1,0.0,0.0,0.1127450377451,0.09000000000000001,0.0714286,0.03125,0.0555556,0.015625,0.0,0.0,0.05514703125,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714287500000001,0.0,0.0263158,0.0,0.04861115,0.113741,0.0,0.125,0.0,0.0,0.0,0.0625,0.0
66,0.0,0.0,0.0,0.0,0.0234375,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09000000000000001,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0857143,0.25,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0357143,0.0,0.0,0.1791039999999999,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.263158,0.166667,0.0555556,0.0354843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0895522,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0555556,0.0,0.0,0.0,0.1102940625,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,0.0807523,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
70,0.0,0.0,0.0,0.0,0.0,0.134328,0.0,0.0,0.0,0.0,0.15234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.15625,0.166667,0.0,0.333333,0.0,0.04779409375,0.0,0.0,0.0,0.0,0.0,0.0,0.08265307377551,0.0,0.142857404762,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.0,0.168353,0.1,0.0,0.0,0.0,0.0,0.1875,0.0
73,0.0,0.1190944875,0.0,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0789473999999999,0.0,0.0,0.0336825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.06716399999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.098039127451,0.09000000000000001,0.0714286,0.0,0.0,0.390625,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5357143750000001,0.0,0.0,0.0,0.0,0.120657,0.0,0.625,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0357143,0.0,0.03125,0.164179,0.0,0.0,0.0,0.0,0.109375,0.0,0.0,0.0,0.0,0.1127450377451,0.0,0.10714274999999993,0.046875,0.1111109999999999,0.0,0.0,0.0,0.0,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.04897963673469992,0.0,0.1428569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.2222219999999999,0.12973574999999998,0.0,0.0,0.25,0.0,0.0,0.125,0.0
78,0.0,0.0,0.0,0.0,0.15625,0.14365662499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.245098235294,0.1275,0.214286,0.03125,0.0,0.015625,0.0,0.0,0.0,0.207612602076,0.0,0.0,0.0,0.0,0.0,0.044897976530599924,0.0,0.0,0.0,0.0,0.0,0.0,0.08928575000000001,0.0,0.0789473999999999,0.0,0.04861115,0.134141,0.0,0.1145833375,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.03125,0.0746269,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05637251887255,0.0475,0.0357143,0.0625,0.0,0.0,0.0,0.0,0.0,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.055102081326529904,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0789473999999999,0.0,0.0555556,0.0992794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1275,0.0,0.0625,0.0,0.0,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0857143,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1275,0.0,0.0625,0.0,0.0,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0857143,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.03125,0.104478,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.1428569999999999,0.1875,0.0,0.0,0.0,0.5,0.1102940625,0.0,0.0,0.0,0.0,0.0,0.0,0.024489775510200002,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,0.0516595,0.1,0.0,0.0,0.0,0.333333,0.0625,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0149253999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263158,0.0,0.0,0.0245324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.03125,0.078358175,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.09000000000000001,0.0,0.03125,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428999999999,0.0,0.0714286,0.0,0.0,0.0,0.0,0.116071425,0.0,0.0,0.0,0.0,0.2223239999999999,0.0,0.125,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.06716415,0.008333350000000002,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0475,0.0,0.03125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0714286,0.0,0.0,0.0,0.0,0.23214285,0.0,0.0,0.1500003,0.0,0.150069,0.0,0.25,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.15625,0.15671625,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.23284351470599998,0.1275,0.2857139999999999,0.109375,0.0,0.0625,0.2222219999999999,0.0,0.176471,0.207612602076,0.0,0.0,0.0,0.0,0.0,0.020408151020400004,0.0,0.0,0.0,0.0,0.0,0.0,0.16071425,0.0,0.157895,0.0,0.0416667,0.07744345,0.1,0.20833325,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0357143,0.0,0.03125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19285714,0.0,0.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222219999999999,0.189708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0625,0.15858187499999998,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2156861745098,0.16000000000000003,0.25,0.01953125,0.0,0.140625,0.0,0.0,0.0,0.179930733564,0.0,0.0,0.0,0.0,0.0,0.02142855,0.0,0.0,0.0,0.0,0.0,0.0,0.26785725000000005,0.0,0.1842109999999999,0.0,0.104166875,0.06273437500000001,0.0,0.15625012500000002,0.0,0.0,0.0,0.0,0.25
92,0.0,0.0,0.0,0.0,0.0,0.10447762499999999,0.016666700000000003,0.0,0.0,0.0,0.05859375,0.0,0.1,0.2,0.0,0.093137247549,0.09000000000000001,0.0714286,0.125,0.0555556,0.015625,0.0,0.0,0.1102940625,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.0,0.0714286,0.0,0.0,0.0,0.0,0.116071425,0.0625,0.0526316,0.1500003,0.04861115,0.100635,0.0,0.125,0.0,0.0,0.0,0.0625,0.0
94,0.0,0.0,0.0,0.0,0.03125,0.0895522,0.049999949999999994,0.0,0.3333335,0.0,0.0,0.0,0.15,0.4,0.0,0.0,0.1275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999997,0.0,0.193192,0.0,0.0,0.0,0.4,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.09375,0.182835625,0.0,0.0,0.0,0.0,0.05859375,0.0,0.15,0.0,0.0,0.0465686237745,0.1275,0.0714286,0.03125,0.0,0.015625,0.2222219999999999,0.0,0.0,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.2122444934694,0.0,0.11111103174599993,0.0,0.0,0.0,0.0,0.10714287500000001,0.125,0.0526316,0.0,0.0,0.18089,0.1,0.125,0.0,0.0,0.0,0.0625,0.0
97,0.1428569999999999,0.0,0.0357143,0.0,0.01953125,0.0895522,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555556,0.491701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.013059724999999913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.015625,0.0,0.0,0.0588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0714286,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0965961,0.0,0.125,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.333333,0.0,0.0149253999999999,0.0,0.0,0.0,0.0,0.05859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285714,0.0,0.0714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214351,0.0,0.0,0.0,0.0,0.0,0.05729166875,0.0
102,0.0,0.113188975,0.0,0.0,0.03125,0.0746269,0.0,0.0,0.0,0.0,0.0,0.0,0.04166665,0.0,0.0,0.05637251887255,0.0475,0.0714286,0.13671875,0.0,0.0,0.0,0.0,0.176471,0.05536329584775,0.0,0.0,0.0,0.0,0.0,0.05306126265305991,0.0,0.0714286,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0555556,0.1436295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.21428549999999993,0.0,0.107143,0.0,0.0625,0.253731,0.01666665,0.0,0.16666675,0.333333,0.0,0.333333,0.025,0.2,0.0,0.147059107843,0.0475,0.25,0.0234375,0.0,0.0,0.0,0.0,0.0,0.14532898615899997,0.0,0.0,0.0,0.0,0.0,0.08571449999999993,0.0,0.214286,0.0,0.5,0.0,0.0,0.0,0.0,0.105263,0.277777388889,0.388889,0.05646875,0.0,0.0,0.0,0.25,0.0,0.0,0.0
105,0.0,0.10334650000000001,0.0,0.0,0.0234375,0.24813425,0.0,0.0,0.0,0.0,0.15234375,0.0,0.25,0.0,0.0,0.196078254902,0.1875,0.07142849999999995,0.01953125,0.0555556,0.015625,0.1111109999999999,0.0,0.04779409375,0.179930733564,0.0,0.0,0.0,0.0,0.008264464462810001,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.08928575000000001,0.0,0.0526316,0.0,0.14583362500000002,0.1415225,0.1,0.104166625,0.5,0.0,0.0,0.1562499375,0.0
106,0.0,0.0,0.0,0.0,0.09375,0.19029825,0.0,0.0,0.0,0.0,0.109375,0.0,0.15,0.0,0.0,0.13235324999999998,0.1275,0.178571,0.125,0.1111109999999999,0.0625,0.0,0.0,0.102941125,0.14532898615899997,0.0,0.0,0.0,0.0,0.0,0.023469376530599998,0.0,0.0714286,0.0,0.0,0.0,0.0,0.1964285,0.0,0.1842109999999999,0.0,0.0416667,0.091016,0.0,0.229166675,0.0,0.0,0.0,0.125,0.0
107,0.0,0.11122050000000001,0.0357143,0.0,0.03125,0.0895522,0.008333350000000002,0.166667,0.0,0.0,0.0,0.0,0.033333350000000005,0.0,0.0,0.102941125,0.0475,0.107143,0.09375,0.0,0.0,0.0,0.0,0.117647,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.10204105510199991,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0263158,0.1555558611111,0.0555556,0.228019,0.1,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0357143,0.0,0.03125,0.104478,0.008333350000000002,0.166667,0.0,0.0,0.0,0.0,0.033333350000000005,0.0,0.0,0.1078430872549,0.0475,0.1428569999999999,0.08203125,0.0,0.0,0.0,0.0,0.0588235,0.10380618339099999,0.0,0.0,0.0,0.0,0.0,0.12244887755099992,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0789473999999999,0.1555558611111,0.1111109999999999,0.177275875,0.1,0.0,0.0,0.0,0.0,0.0,0.0
